datetime,date,year,month,date,day,time,city,"location (land, in space, at sea, in flight)",state,country,country name,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude,sightings
08/05/2008 22:02:00,2008-08-05,2008,Aug,05,Tuesday,22:02:00,karimnagar (india),land,Telangana,in,India,circle,1,fraction of seconds,Blue light over karimnagar INDIA viewed from top floor building,8/12/2008,18.438555,79.128841,1
07/08/2007 21:00:00,2007-07-08,2007,Jul,08,Sunday,21:00:00,karnal (india),land,Haryana,in,India,sphere,10800,3 hrs,On around 9 pm on 8th July 2007 over a large part of northern india&#44 primarily over Karnal (Kalpana&#39s birthplace) more than an entire c,8/7/2007,29.685693,76.990482,1
07/09/2007 22:00:00,2007-07-09,2007,Jul,09,Monday,22:00:00,karnal (india),land,Haryana,in,India,fireball,7200,2 hours,tv vuideo,8/7/2007,29.685693,76.990482,1
01/01/2008 18:20:00,2008-01-01,2008,Jan,01,Tuesday,18:20:00,kayamkulam (in kerala state) (india),land,Kerala,in,India,circle,1245,20:45,I have seen a mysterious light&#44 flaming&#44 exciting Colour changing&#44 moving towards upwards in the shape of an Indian &#8216;coin&#8217;,1/21/2008,9.16572,76.503228,1
05/22/2012 21:45:00,2012-05-22,2012,May,22,Tuesday,21:45:00,kengeri bangalore. type &#39emrohit&#39 on google map,land,Karnataka,in,India,triangle,25,25 seconds,My family seen UFO on Bangalore sky. 22.05.2012 9.45pm After dinner we were on terrece at 9:30pm&#44 my younger son Sanjay sleeping facing,6/5/2012,12.9,77.4833,1
12/06/2012 00:00:00,2012-12-06,2012,Dec,06,Thursday,0:00:00,kerala (india),land,Kerala,in,India,other,240,4 minutes,5  ufos in Kerala Kodungallur.,2/4/2013,10.850516,76.271083,1
11/27/2007 22:00:00,2007-11-27,2007,Nov,27,Tuesday,22:00:00,kolar (bangalore) (india),land,Karnataka,in,India,light,7200,2 hours,bright objects changing colour in the sky.  ((NUFORC Note:  Sirius.  PD)),11/28/2007,13.135745,78.132561,1
05/23/1998 20:00:00,1998-05-23,1998,May,23,Saturday,20:00:00,kolhapur (india),land,Maharashtra,in,India,egg,10,10 sec,when we went to eve walk we saw one egg like thing which is colouries with redium green. and just passed away with speedly.,11/4/2002,16.691308,74.244866,1
10/13/2013 23:05:00,2013-10-13,2013,Oct,13,Sunday,23:05:00,kolhapur (india),land,Maharashtra,in,India,triangle,3,2-3 seconds,Place: Kolhapur&#44 Maharashtra&#44 India Location:- Chandwani Hall&#44 Tarabai Park Time:- Indian standard time 23:05 (11:05 p.m. ) Lat,10/14/2013,16.691308,74.244866,1
09/27/2003 23:00:00,2003-09-27,2003,Sep,27,Saturday,23:00:00,kolkata (india),land,West Bengal,in,India,triangle,300,5 minutes,the objects moved at great speed but silently and quite low.they were clearly visible,10/7/2003,22.572646,88.363895,1
12/09/2008 20:48:00,2008-12-09,2008,Dec,09,Tuesday,20:48:00,kolkata (india),land,West Bengal,in,India,light,20,0:20,i was flying from assam to kolkata approx hdg 280&#39 alt 20000 an object just comming towards our aircraft then going backward...color of,1/10/2009,22.572646,88.363895,1
07/15/1977 16:30:00,1977-07-15,1977,Jul,15,Friday,16:30:00,korba&#44 mp (india),land,Chhattisgarh,in,India,unknown,10,10 seconds,A fast moving low altitude orange colored cloud like object,4/27/2007,22.547237,82.648344,1
08/20/2007 04:50:00,2007-08-20,2007,Aug,20,Monday,4:50:00,kota (india),land,Rajasthan,in,India,other,6,6 sec,Fast moving star&#44 crossed whole sky just in 6 sec.,8/12/2008,25.213816,75.864753,1
09/26/2013 04:30:00,2013-09-26,2013,Sep,26,Thursday,4:30:00,kuchaman city (india),land,Rajasthan,in,India,,20,20 seconds,UFO flying in the sky at night,9/30/2013,27.15,74.85,1
07/30/2006 22:00:00,2006-07-30,2006,Jul,30,Sunday,22:00:00,kullu,land,Himachal Pradesh,in,India,formation,10,10 sec,I was drving in the District of KULLU in the state of Himachal Pradesh in India.I observed the pitch black night sky&#44 when i notice,10/30/2006,31.957851,77.10946,1
07/08/2007 20:30:00,2007-07-08,2007,Jul,08,Sunday,20:30:00,kurnool (india),land,Andhra Pradesh,in,India,fireball,10800,3 hrs,Two flash lights in sky,8/7/2007,15.828126,78.037279,1
01/02/2014 21:51:00,2014-01-02,2014,Jan,02,Thursday,21:51:00,lucknow (india),land,Uttar Pradesh,in,India,light,300,5 minutes,I was on the roof of my house for night sky photography and i saw a red dot moving in the sky &#44 my camera was on the self timer and it,1/10/2014,26.846511,80.946683,1
12/08/2001 03:46:00,2001-12-08,2001,Dec,08,Saturday,3:46:00,ludhiana (india),land,Punjab,in,India,unknown,90,30sec -1 min,light looked like a shooting star,1/11/2002,30.900965,75.857276,1
03/31/2006 07:17:00,2006-03-31,2006,Mar,31,Friday,7:17:00,madurai (india),land,Tamil Nadu,in,India,unknown,60,1 minute,Sir&#44 Tonight at exactly 7.16 p.m (I looked at the time in my cell phone which I had in my hand) while taking my usual walk in the open,5/15/2006,9.925201,78.119775,1
10/28/2003 05:00:00,2003-10-28,2003,Oct,28,Tuesday,5:00:00,malshej ghat (india),land,Maharashtra,in,India,fireball,600,10 mins,UFOs Sighted in India,10/31/2003,19.340018,73.775732,1
08/09/2010 21:00:00,2010-08-09,2010,Aug,09,Monday,21:00:00,mamria thethar&#44 rewari (hr) (india),land,Haryana,in,India,circle,30,for many hours,It was the night of 09 aug 10 on the auspicious festival of maha shivratri an UFO was observed by many villagers including me.  It was,11/21/2010,28.187852,76.488118,1
05/04/2013 21:45:00,2013-05-04,2013,May,04,Saturday,21:45:00,mangalore (india),land,Karnataka,in,India,disk,600,10 minutes,UFO spotted in the sky,5/15/2013,12.914142,74.855957,1
11/21/2008 18:30:00,2008-11-21,2008,Nov,21,Friday,18:30:00,mansa (india),land,Punjab,in,India,disk,7200,2hours,15 mins of footage on national tv,1/10/2009,29.9833,75.3833,1
02/13/2004 03:00:00,2004-02-13,2004,Feb,13,Friday,3:00:00,mumbai,land,Maharashtra,in,India,other,960,1h 15m,for Info. &amp; Images   http://vegaclub.com/Unknown.htm  ((NUFORC Note:  We recommend a visit to the URL indicated here&#33  PD)),2/22/2005,19.075984,72.877656,1
09/15/1985 02:30:00,1985-09-15,1985,Sep,15,Sunday,2:30:00,mumbai (india),land,Maharashtra,in,India,other,2700,45 mins ++,UFO SPOTTED 20 YRS BACK. WITNESSES REPORT IT NOW DUE TO FEAR&#33&#33&#33,7/16/2006,19.075984,72.877656,1
03/01/1994 03:00:00,1994-03-01,1994,Mar,01,Tuesday,3:00:00,mumbai (india),land,Maharashtra,in,India,other,10,10 seconds,A Pterodactyl with a fiery tail,7/16/2006,19.075984,72.877656,1
03/23/2001 02:15:00,2001-03-23,2001,Mar,23,Friday,2:15:00,mumbai (india),land,Maharashtra,in,India,oval,120,2min.,its great green glow.,4/1/2001,19.075984,72.877656,1
01/06/2002 12:00:00,2002-01-06,2002,Jan,06,Sunday,12:00:00,mumbai (india),land,Maharashtra,in,India,triangle,345600,3-4 days,Kite shaped probe in the sky over Bombay&#44 India,10/8/2007,19.075984,72.877656,1
11/30/2003 02:00:00,2003-11-30,2003,Nov,30,Sunday,2:00:00,mumbai (india),land,Maharashtra,in,India,oval,20,20secs,ufo seen in mumbai last fullmoon night,12/9/2003,19.075984,72.877656,1
06/25/2005 22:00:00,2005-06-25,2005,Jun,25,Saturday,22:00:00,mumbai (india),land,Maharashtra,in,India,circle,30,30 seconds,Mumbai ufo sighting,7/5/2005,19.075984,72.877656,1
04/10/2012 00:50:00,2012-04-10,2012,Apr,10,Tuesday,0:50:00,mumbai (india),land,Maharashtra,in,India,flash,1,1 second,Small bright white flash light with bluish tint rays to it.,4/18/2012,19.075984,72.877656,1
01/14/2014 08:50:00,2014-01-14,2014,Jan,14,Tuesday,8:50:00,mumbai (india),land,Maharashtra,in,India,light,60,1 minutes,3 orange lights leading to same place. one was very large and golden lights flashing.,1/16/2014,19.075984,72.877656,1
03/17/2014 20:20:00,2014-03-17,2014,Mar,17,Monday,20:20:00,mumbai (india),land,Maharashtra,in,India,fireball,60,60 seconds,Report:  I saw this shape out of the window of my aircraft.,3/27/2014,19.075984,72.877656,1
08/14/2006 19:00:00,2006-08-14,2006,Aug,14,Monday,19:00:00,mysore (india),land,Maharashtra,in,India,light,240,4mts,A  SHINING LIGHT WITH A RED BEACON ROTATEING  AROUND.,10/30/2006,12.29581,76.639381,1
10/13/2011 18:45:00,2011-10-13,2011,Oct,13,Thursday,18:45:00,mysore (india),land,Maharashtra,in,India,light,10,10 sec,It was a star like thing which was not twinkling . . . But moving very swiftly . . &#33,10/19/2011,12.29581,76.639381,1
05/28/2012 22:40:00,2012-05-28,2012,May,28,Monday,22:40:00,nallapadu (near guntur city) (india),land,Andhra Pradesh,in,India,triangle,8,6- 8 seconds,Black triangle UFO heading North west on nallapadu&#44 near Guntur&#44 Andhra Pradesh&#44 India. 1 witness.,6/5/2012,16.299065,80.386742,1
04/19/2014 20:15:00,2014-04-19,2014,Apr,19,Saturday,20:15:00,nashik (india),land,Maharashtra,in,India,fireball,120,~2 minutes,Short encounter of a fireball.  More importantly&#44 a balloon covering underneath.,4/24/2014,19.997453,73.789802,1
11/10/2000 00:20:00,2000-11-10,2000,Nov,10,Friday,0:20:00,nasik (india),land,Maharashtra,in,India,unknown,1200,about 20 minutes,We were going for an exploratry drive&#44 as we&#39d arrived in the city on that day itself. My 17 year old cousin&#44 my best friend and I were,12/2/2000,19.997453,73.789802,1
10/02/1994 20:30:00,1994-10-02,1994,Oct,02,Sunday,20:30:00,new delhi (india),land,Delhi,in,India,other,60,1 minute,Hexagonal UFO in Delhi sky,10/11/2005,28.635308,77.22496,1
08/16/2000 22:05:00,2000-08-16,2000,Aug,16,Wednesday,22:05:00,new delhi (india),land,Delhi,in,India,light,300,5 minutes,Two UFOs sighted in the Southern sky of New Dlehi.,8/19/2000,28.635308,77.22496,1
04/12/2001 23:30:00,2001-04-12,2001,Apr,12,Thursday,23:30:00,new delhi (india),land,Delhi,in,India,light,60,1 min,Red Light in Indian Capital,6/4/2004,28.635308,77.22496,1
04/28/2001 22:00:00,2001-04-28,2001,Apr,28,Saturday,22:00:00,new delhi (india),land,Delhi,in,India,triangle,420,7 mins,Triangular metal craft seen in new Delhi around April 2001,8/5/2001,28.635308,77.22496,1
09/20/2002 20:00:00,2002-09-20,2002,Sep,20,Friday,20:00:00,new delhi (india),land,Delhi,in,India,triangle,4,4 seconds,UFO seen in Delhi&#44India,9/28/2002,28.635308,77.22496,1
10/03/2003 02:30:00,2003-10-03,2003,Oct,03,Friday,2:30:00,new delhi (india),land,Delhi,in,India,cylinder,180,3 min (approx),UFO SEEN OVER NEW DELHI (INDIA),10/7/2003,28.635308,77.22496,1
07/21/2006 01:55:00,2006-07-21,2006,Jul,21,Friday,1:55:00,new delhi (india),land,Delhi,in,India,fireball,420,5 - 7 minutes,Huge glowing object spotted at eastern horizon and in the south - west much bigger than the stars and at one - fourth the size of moon.,10/30/2006,28.635308,77.22496,1
11/24/2006 18:45:00,2006-11-24,2006,Nov,24,Friday,18:45:00,new delhi (india),land,Delhi,in,India,circle,1,1o seconds,I was smoking ouside my office gallery. I saw a bright star like object in the sky. I thought it is an aeroplane. suddenly the light we,12/7/2006,28.635308,77.22496,1
12/03/2006 21:00:00,2006-12-03,2006,Dec,03,Sunday,21:00:00,new delhi (india),land,Delhi,in,India,fireball,30,30 sec.,object like a fireball moving very fast in all direction for 30 sec. got a video and two pics also.,12/7/2006,28.635308,77.22496,1
05/28/2007 21:00:00,2007-05-28,2007,May,28,Monday,21:00:00,new delhi (india),land,Delhi,in,India,rectangle,1500,25 minutes,so i was up on the roof that night by chance and was looking at planes at the distance in the south west direction&#44 and when i was turn,10/10/2011,28.635308,77.22496,1
08/09/2007 21:00:00,2007-08-09,2007,Aug,09,Thursday,21:00:00,new delhi (india),land,Delhi,in,India,diamond,300,five mins,STAR SHAPED UFO,8/14/2007,28.635308,77.22496,1
05/29/2008 00:00:00,2008-05-29,2008,May,29,Thursday,0:00:00,new delhi (india),land,Delhi,in,India,light,30,two hours,could have been a star,6/12/2008,28.635308,77.22496,1
10/26/2011 23:15:00,2011-10-26,2011,Oct,26,Wednesday,23:15:00,new delhi (india),land,Delhi,in,India,fireball,3600,1 hour,Bright reddish-white UFO&#39s seen hovering over,12/12/2011,28.635308,77.22496,1
07/27/2013 20:10:00,2013-07-27,2013,Jul,27,Saturday,20:10:00,new delhi (india),land,Delhi,in,India,disk,10,10 seconds,Red and green coloured flying disk.,8/30/2013,28.635308,77.22496,1
08/14/2013 23:40:00,2013-08-14,2013,Aug,14,Wednesday,23:40:00,new delhi (india),land,Delhi,in,India,light,300,5 minutes,Me and my family were driving through a parallel road to highway ( NH24) heading from ghazipur border to Delhi&#44 the site of event was b,8/30/2013,28.635308,77.22496,1
09/12/2013 20:43:00,2013-09-12,2013,Sep,12,Thursday,20:43:00,new delhi (india),land,Delhi,in,India,circle,2,few seconds,An unexplained object which glowed like a star burst for few seconds.,9/30/2013,28.635308,77.22496,1
11/28/2013 18:45:00,2013-11-28,2013,Nov,28,Thursday,18:45:00,new delhi (india),land,Delhi,in,India,diamond,13,12-13 seconds,To the xtreme left of Venus&#44 I suddenly noticed a bright star like object come down at high speed.  I thought it&#39s a plane.,12/2/2013,28.635308,77.22496,1
11/07/2008 14:25:00,2008-11-07,2008,Nov,07,Friday,14:25:00,new mumbai,land,Maharashtra,in,India,disk,600,10 mins,Silver disc sighted in the afternoon&#44 Mumbai&#44 India.,1/10/2009,19.033049,73.029662,1
08/24/2001 04:15:00,2001-08-24,2001,Aug,24,Friday,4:15:00,noida (india),land,Uttar Pradesh,in,India,circle,25,25 sec. approx,it was bright like a star&#44and yes it was brighter than the other objects around,10/12/2001,28.535516,77.391026,1
10/13/2007 04:50:00,2007-10-13,2007,Oct,13,Saturday,4:50:00,noida (india),land,Uttar Pradesh,in,India,fireball,120,2 minutes,FOOTBALL SHAPED AND SIZED BRIGHT OBJECT IN THE NIGHT SKY,11/28/2007,28.535516,77.391026,1
02/26/2008 00:00:00,2008-02-26,2008,Feb,26,Tuesday,0:00:00,noida (india),land,Uttar Pradesh,in,India,unknown,180,2-3 minutes,I WAS RETURNING HOME IN MIDNIGHT FROM GREATER NOIDA TO NOIDA VIA TAJ EXPRESS WAY.AS IT WAS MIDNIGHT TRAFFIC WAS LOW &#44I WAS DRIVING BIKE,6/12/2008,28.535516,77.391026,1
04/08/2012 23:38:00,2012-04-08,2012,Apr,08,Sunday,23:38:00,noida (india),land,Uttar Pradesh,in,India,triangle,180,3 minutes,It was making some smoke like aeroplane does and going upward in an 60 degree angle and triangular in shape as the twinking light was i,4/18/2012,28.535516,77.391026,1
05/12/2000 13:00:00,2000-05-12,2000,May,12,Friday,13:00:00,palakkad&#44kerala (india),land,Kerala,in,India,sphere,120,2 minutes,Witnessed ufo changing colours on  June 12th&#44 2000 - 6 witnesses,8/5/2001,10.78673,76.654793,1
10/05/2004 18:35:00,2004-10-05,2004,Oct,05,Tuesday,18:35:00,palampur (india),land,Himachal Pradesh,in,India,other,30,one and a half minutes,while on our evening walk in the hills  this umbrella shaped being with what seemed to be its legs slightly above ground startled us,10/27/2004,32.11086,76.536253,1
04/14/1991 07:15:00,1991-04-14,1991,Apr,14,Sunday,7:15:00,panchgani (india),land,Maharashtra,in,India,other,600,10 mins,shooting star like ufo,12/3/2004,17.92395,73.803675,1
03/06/2014 22:45:00,2014-03-06,2014,Mar,06,Thursday,22:45:00,panchkula (haryanaz) (india),land,Himachal Pradesh,in,India,fireball,10,10 seconds,Bright fireball hovering close to ground in India.,3/18/2014,30.694209,76.860565,1
05/05/1993 20:00:00,1993-05-05,1993,May,05,Wednesday,20:00:00,parkal (india),land,Telangana,in,India,disk,600,10min,large formation of lights,2/14/2008,18.197718,79.702724,1
05/15/1982 19:00:00,1982-05-15,1982,May,15,Saturday,19:00:00,pune (india),land,Maharashtra,in,India,circle,180,3 mins.,I feel that the object was able to sense my mind&#44 illuminated circular object&#44 parabolic motion,5/14/2002,18.52043,73.856744,1
03/15/1985 23:00:00,1985-03-15,1985,Mar,15,Friday,23:00:00,pune (india),land,Maharashtra,in,India,circle,45,30 to 45 sec.,The object took round around one fixed object at a very high speed. The fixed object might be the place from where these UFO&#39s might be,5/14/2002,18.52043,73.856744,1
11/12/2004 19:00:00,2004-11-12,2004,Nov,12,Friday,19:00:00,pune (india),land,Maharashtra,in,India,other,600,10 mins,A air craft like sphere in shape &#44 i cant explain what was that&#44 but surely not any plane from earth &#44 it was something like sphere fly,12/3/2004,18.52043,73.856744,1
11/11/2006 22:15:00,2006-11-11,2006,Nov,11,Saturday,22:15:00,pune (india),land,Maharashtra,in,India,triangle,20,15-20 sec,Triangular craft seen flying over&#44 dimly lit at corners and silent,12/7/2006,18.52043,73.856744,1
12/09/2006 22:00:00,2006-12-09,2006,Dec,09,Saturday,22:00:00,pune (india),land,Maharashtra,in,India,triangle,300,5 minutes,Triangular craft&#44 low altitude and absolutely no noise,5/13/2012,18.52043,73.856744,1
05/05/2007 13:17:00,2007-05-05,2007,May,05,Saturday,13:17:00,pune (india),land,Maharashtra,in,India,cigar,360,5-6 minutes,((HOAX??))  Extra-teresstrials in the cigar shaped objects moving with incredible speed.,6/12/2007,18.52043,73.856744,1
11/30/2013 21:20:00,2013-11-30,2013,Nov,30,Saturday,21:20:00,pune (india),land,Maharashtra,in,India,circle,300,5 minutes,4 round lights circling in 8 shape duing 21.20 in pune&#44 india&#44 spotted for 5 mins.,12/2/2013,18.52043,73.856744,1
11/13/2010 01:10:00,2010-11-13,2010,Nov,13,Saturday,1:10:00,ranchi (india),land,Jharkhand,in,India,unknown,600,10 minutes,it was about 1 am in the midnight.after my studies i was about to sleep.i usually study late at night so u can remove considerations li,5/2/2011,23.3441,85.309562,1
03/18/2014 20:50:00,2014-03-18,2014,Mar,18,Tuesday,20:50:00,ropar (india),land,Punjab,in,India,triangle,83,83 seconds,Triangular shaped object with three lights witnessed my son and mother&#44 India.,3/18/2014,30.965917,76.523023,1
12/13/2006 22:55:00,2006-12-13,2006,Dec,13,Wednesday,22:55:00,sagar (india),land,Madhya Pradesh,in,India,changing,1800,30 min,close encounter of 1st  kind,2/1/2007,23.838805,78.737807,1
08/06/2002 22:30:00,2002-08-06,2002,Aug,06,Tuesday,22:30:00,sandila (india),land,Uttar Pradesh,in,India,light,10,10sec,It  scratches and gives electric shocks to the people sleeping in open area and flies with a high speed leaving a trail of light.,8/16/2002,27.058549,80.516061,1
05/15/2004 19:00:00,2004-05-15,2004,May,15,Saturday,19:00:00,satara (india),land,Maharashtra,in,India,circle,300,5 min,is that natural miracal ?,6/4/2004,17.68,73.98,1
04/19/2000 22:20:00,2000-04-19,2000,Apr,19,Wednesday,22:20:00,secunderabad (india),land,Telangana,in,India,disk,180,3 minutes,Sighting of 2 UFO objects in Secunderabad&#44 India&#44 spotted by several other people.,6/6/2000,17.43993,78.498274,1
08/12/2002 18:30:00,2002-08-12,2002,Aug,12,Monday,18:30:00,shabarimala (india),land,Kerala,in,India,circle,300,5mins,Periodic occurance,9/9/2003,9.437249,77.080585,1
08/25/2003 00:15:00,2003-08-25,2003,Aug,25,Monday,0:15:00,sirhind-ambala (india),land,Haryana,in,India,other,2700,45 minutes,Strange symmetrical disk shaped lights,8/28/2003,30.378179,76.776697,1
01/11/2006 00:00:00,2006-01-11,2006,Jan,11,Wednesday,0:00:00,srinagar&#44 kashmir (india),land,Srinagar,in,India,circle,180,3 minutes,A rotating circular and saucer shaped object changing colour with falshing lights and fast coming down towards the earth.,2/14/2006,34.083658,74.797368,1
06/14/1994 19:00:00,1994-06-14,1994,Jun,14,Tuesday,19:00:00,sultanpur (india),land,Uttar Pradesh,in,India,other,180,3 minutes,HUMANOID IN SAREE,8/5/2009,26.264776,82.072706,1
01/06/2004 19:55:00,2004-01-06,2004,Jan,06,Tuesday,19:55:00,surat (india),land,Gujurat,in,India,disk,50,45-50 seconds,A bright show of A UFO>,1/17/2004,21.195,72.819444,1
09/11/2013 21:00:00,2013-09-11,2013,Sep,11,Wednesday,21:00:00,surat (india),land,Gujurat,in,India,light,2700,45 minutes,2 balls of greenish white light over surat,9/30/2013,21.195,72.819444,1
03/17/2014 21:45:00,2014-03-17,2014,Mar,17,Monday,21:45:00,surat (india),land,Gujurat,in,India,fireball,60,1 minute,Red-orange colored circular disc.,3/18/2014,21.195,72.819444,1
05/10/2004 20:00:00,2004-05-10,2004,May,10,Monday,20:00:00,tamil nadu-cuddalore (india),land,Tamil Nadu,in,India,circle,30,30 seconds,I and my brother saw a spherical object in the size of a criket ball and it color was like moon. It was moving from southeast to south,10/11/2005,11.75,79.75,1
05/02/2013 22:00:00,2013-05-02,2013,May,02,Thursday,22:00:00,thane (india),land,Maharashtra,in,India,other,300,5 minutes,Sighting of a weird aircraft.,5/15/2013,19.218331,72.97809,1
08/20/2002 22:00:00,2002-08-20,2002,Aug,20,Tuesday,22:00:00,tiruvannamalai (india),land,Tamil Nadu,in,India,circle,15,15 seconds,light in the sky &#33,9/4/2003,12.225284,79.074696,1
03/14/1997 18:15:00,1997-03-14,1997,Mar,14,Friday,18:15:00,trivandrum&#44 kerala state (india),land,Kerala,in,India,light,60,1 minute,Fast moving bright light seen over Trivandrum&#44 India.,8/7/2007,8.567752,76.944066,1
04/07/2014 09:10:00,2014-04-07,2014,Apr,07,Monday,9:10:00,vadodara (india),land,Gujurat,in,India,sphere,600,10 minutes,Red light circle shape object flying from west to east then after 10 or 15 minutes it disappeared,4/11/2014,22.307159,73.181219,1
03/01/2013 18:00:00,2013-03-01,2013,Mar,01,Friday,18:00:00,varanasi (andaman &amp;nicobar islands) (india),land,Uttar Pradesh,in,India,cylinder,180,3 minutes,Bright cylindrical silent object hovering over Varanasi&#44 India.,3/3/2013,25.317645,82.973914,1
10/12/2012 23:00:00,2012-10-12,2012,Oct,12,Friday,23:00:00,varanasi (india),land,Uttar Pradesh,in,India,changing,8,8 seconds,I Witnessed a holographic-like display of about 50 points of light rapidly transforming into various 3-dimensional rectangular shapes,10/14/2013,25.317645,82.973914,1
01/08/2012 00:20:00,2012-01-08,2012,Jan,08,Sunday,0:20:00,vellore (india),land,Tamil Nadu,in,India,disk,1800,more than 30 minutes&#44 sti,Twin lights&#44 sometime like a disc&#44 seen by two at 00:20 am in Vellore&#44 South India lasting for more than 30 minutes,1/12/2012,12.916517,79.132499,1
07/27/2003 21:30:00,2003-07-27,2003,Jul,27,Sunday,21:30:00,yamuna nagar&#44 haryana (india),land,Haryana,in,India,circle,900,15 minutes,Strange fire color object seen in sky&#33&#33&#33&#33&#33,8/28/2003,30.129308,77.26925,1
08/07/2003 21:30:00,2003-08-07,2003,Aug,07,Thursday,21:30:00,yamuna nagar&#44 haryana (india),land,Haryana,in,India,fireball,1200,20 minutes,It was round fire ball like object was moving around its own place very fastly.,8/28/2003,30.129308,77.26925,1
05/28/2007 20:30:00,2007-05-28,2007,May,28,Monday,20:30:00,yavatmal (india),land,Maharashtra,in,India,formation,120,1-2 minutes,Bunch of 5 beautiful lights with glow making an arrowhead closly seperated by smaller distance parallelly in the sky.,2/14/2010,20.388794,78.120407,1
01/24/2009 12:06:00,2009-01-24,2009,Jan,24,Saturday,12:06:00,yavatmal (india),land,Maharashtra,in,India,circle,480,6 - 8 minutes,Bright spherical light which could be seen clearly at noon,3/19/2009,20.388794,78.120407,1
